Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares,Industry,Source
Y,MPW,"Medical Properties Trust, Inc. common stock",N, ,N,100.0,N,,MPW,MPW,N,Real Estate,Yahoo Finance
Y,NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,A, ,N,100.0,N,,NEN,NEN,N,Real Estate,Yahoo Finance
Y,NHI,"National Health Investors, Inc. Common Stock",N, ,N,100.0,N,,NHI,NHI,N,Real Estate,Yahoo Finance
Y,NLY,Annaly Capital Management Inc Common Stock,N, ,N,100.0,N,,NLY,NLY,N,Real Estate,Yahoo Finance
Y,NMRK,"Newmark Group, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,NMRK,N,Real Estate,Yahoo Finance
Y,NNN,National Retail Properties Common Stock,N, ,N,100.0,N,,NNN,NNN,N,Real Estate,Yahoo Finance
Y,NREF,"NexPoint Real Estate Finance, Inc. Common Stock",N, ,N,100.0,N,,NREF,NREF,N,Real Estate,Yahoo Finance
Y,NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,N, ,N,100.0,N,,NSA,NSA,N,Real Estate,Yahoo Finance
Y,NXRT,"NexPoint Residential Trust, Inc. Common Stock",N, ,N,100.0,N,,NXRT,NXRT,N,Real Estate,Yahoo Finance
Y,NYMT,"New York Mortgage Trust, Inc. - Common Stock",Q,Q,N,100.0,N,N,,NYMT,N,Real Estate,Yahoo Finance
Y,NYMTM,"New York Mortgage Trust, Inc. - 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",Q,Q,N,100.0,N,N,,NYMTM,N,Real Estate,Yahoo Finance
Y,NYMTN,"New York Mortgage Trust, Inc. - 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",Q,Q,N,100.0,N,N,,NYMTN,N,Real Estate,Yahoo Finance
Y,O,Realty Income Corporation Common Stock,N, ,N,100.0,N,,O,O,N,Real Estate,Yahoo Finance
Y,OGCP,"Empire State Realty OP, L.P. Series 60 Operating Partnership Units Representing Limited Partnership Interests",P, ,N,100.0,N,,OGCP,OGCP,N,Real Estate,Yahoo Finance
Y,OHI,"Omega Healthcare Investors, Inc. Common Stock",N, ,N,100.0,N,,OHI,OHI,N,Real Estate,Yahoo Finance
Y,OLP,"One Liberty Properties, Inc. Common Stock",N, ,N,100.0,N,,OLP,OLP,N,Real Estate,Yahoo Finance
Y,OPI,Office Properties Income Trust - Common Shares of Beneficial Interest,Q,Q,N,100.0,N,N,,OPI,N,Real Estate,Yahoo Finance
Y,ORC,"Orchid Island Capital, Inc. Common Stock",N, ,N,100.0,N,,ORC,ORC,N,Real Estate,Yahoo Finance
Y,OUT,OUTFRONT Media Inc. Common Stock,N, ,N,100.0,N,,OUT,OUT,N,Real Estate,Yahoo Finance
Y,PCH,PotlatchDeltic Corporation - Common Stock,Q,Q,N,100.0,N,N,,PCH,N,Real Estate,Yahoo Finance
Y,PDM,"Piedmont Office Realty Trust, Inc. Class A Common Stock",N, ,N,100.0,N,,PDM,PDM,N,Real Estate,Yahoo Finance
Y,PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,N, ,N,100.0,N,,PEB,PEB,N,Real Estate,Yahoo Finance
Y,PGRE,"Paramount Group, Inc. Common Stock",N, ,N,100.0,N,,PGRE,PGRE,N,Real Estate,Yahoo Finance
Y,PINE,"Alpine Income Property Trust, Inc. Common Stock",N, ,N,100.0,N,,PINE,PINE,N,Real Estate,Yahoo Finance
